kind,path,sha256,task_id,condition,source_loading_seconds,receiver_loading_seconds,mapper_initialization_seconds,checkpoint_load_seconds,started_epoch,completed_epoch
mapper_checkpoint,primary/tasks/atcoder__abc370_e/mapper_loads/oianuofedm84rt_generation_2_1789824916910890488_FIXED_H.json,ad4944e433d5985dea4b528809c9a2b4ce33ca29264ab2ce71023e4e376984f3,atcoder/abc370_e,FIXED_H,,,,0.48918069317005575,,
mapper_checkpoint,primary/tasks/atcoder__abc370_e/mapper_loads/oianuofedm84rt_generation_2_1789824916910890488_FIXED_M.json,e5840d420def3fd6483a6d12037b62b76b3fbb9ebdb9b70cfcd27c52192796bd,atcoder/abc370_e,FIXED_M,,,,0.4965759131591767,,
mapper_checkpoint,primary/tasks/atcoder__abc370_e/mapper_loads/oianuofedm84rt_generation_2_1789824916910890488_ROTATING_H.json,16197ecc862348b699b290047fdcca136ccca039873d1924706ec1a3578988bf,atcoder/abc370_e,ROTATING_H,,,,0.4930103230290115,,
mapper_checkpoint,primary/tasks/atcoder__abc370_e/mapper_loads/oianuofedm84rt_generation_2_1789824916910890488_ROTATING_M.json,f2b2e917be16bf3fb21f138e9636287f2d677a782f468a00c385523eb5062550,atcoder/abc370_e,ROTATING_M,,,,0.49381002108566463,,
mapper_checkpoint,primary/tasks/atcoder__abc370_f/mapper_loads/w0ycaqip586bjh_generation_0_1789824951358354911_FIXED_H.json,2cce0acf589e49f29acb6f05ab992ed3e552d6227c2a18b29a79dca2daf1295d,atcoder/abc370_f,FIXED_H,,,,0.4128674059174955,,
mapper_checkpoint,primary/tasks/atcoder__abc370_f/mapper_loads/w0ycaqip586bjh_generation_0_1789824951358354911_FIXED_M.json,467e6d3324a82d61d05cc413a12ca0587b0ab9d2930131f76ee0ff1d6b886a5b,atcoder/abc370_f,FIXED_M,,,,0.41976348310709,,
mapper_checkpoint,primary/tasks/atcoder__abc370_f/mapper_loads/w0ycaqip586bjh_generation_0_1789824951358354911_ROTATING_H.json,29eb6cb6df4d7f94b9944dcd37e479904c0788849c7855c71eb35711ac6b4e63,atcoder/abc370_f,ROTATING_H,,,,0.4082050481811166,,
mapper_checkpoint,primary/tasks/atcoder__abc371_b/mapper_loads/108w4mmsquk207_generation_1_1789824975188407083_FIXED_H.json,9b831a3df8897b6789642cceef59fc1833f4d8c1d9ef7cd63122da871d554429,atcoder/abc371_b,FIXED_H,,,,0.5309200431220233,,
mapper_checkpoint,primary/tasks/atcoder__abc371_b/mapper_loads/108w4mmsquk207_generation_1_1789824975188407083_FIXED_M.json,16088b2262fbf3f8794720f180394c85d4b143de962b439d47c6e449b77935bc,atcoder/abc371_b,FIXED_M,,,,0.5460782451555133,,
mapper_checkpoint,primary/tasks/atcoder__abc371_b/mapper_loads/108w4mmsquk207_generation_1_1789824975188407083_ROTATING_H.json,d67c6dd2de91853a72a3bb80ff3f1d46e84337b6171a7bcc0daab673a28d9bec,atcoder/abc371_b,ROTATING_H,,,,1.018530748784542,,
mapper_checkpoint,primary/tasks/atcoder__abc371_c/mapper_loads/v7ud2o1wx86y9e_generation_0_1789818824225652223_FIXED_H.json,44d38705bc71a8e7f6bfc8593a99c1fc5b06bc905e98ab65f75753d9bd2ba672,atcoder/abc371_c,FIXED_H,,,,0.45244818599894643,,
mapper_checkpoint,primary/tasks/atcoder__abc371_c/mapper_loads/v7ud2o1wx86y9e_generation_0_1789818824225652223_FIXED_M.json,0f5d93ba1c1b3e6a6bd908c29a25c924583d43033163bf9a6006cc80f1cd3fa0,atcoder/abc371_c,FIXED_M,,,,0.9625915349461138,,
mapper_checkpoint,primary/tasks/atcoder__abc371_c/mapper_loads/v7ud2o1wx86y9e_generation_0_1789818824225652223_ROTATING_M.json,a13a8c6f4295334278b903776610067d3228b49ab58a234303a882c56dfe1e2e,atcoder/abc371_c,ROTATING_M,,,,0.8362516448833048,,
mapper_checkpoint,primary/tasks/atcoder__abc372_g/mapper_loads/w0ycaqip586bjh_generation_0_1789824951358354911_FIXED_H.json,bf58a0938ff7cfe5c0c88f2057f92aa97289931a91b7f99afb2530386241a98d,atcoder/abc372_g,FIXED_H,,,,0.4143999759107828,,
mapper_checkpoint,primary/tasks/atcoder__abc372_g/mapper_loads/w0ycaqip586bjh_generation_0_1789824951358354911_FIXED_M.json,b58298a87f2b40e5f619a2ff6c8ee3ecd05ac44ddfbcbea0e34b2ebb54861d18,atcoder/abc372_g,FIXED_M,,,,0.43606582609936595,,
mapper_checkpoint,primary/tasks/atcoder__abc372_g/mapper_loads/w0ycaqip586bjh_generation_0_1789824951358354911_ROTATING_H.json,55baa410aec234ec1fedf79d9a6d5f52b85806aa8a0068ae2818398c8497aa4a,atcoder/abc372_g,ROTATING_H,,,,0.4075858290307224,,
mapper_checkpoint,primary/tasks/atcoder__abc372_g/mapper_loads/w0ycaqip586bjh_generation_0_1789824951358354911_ROTATING_M.json,00b9d22af341012d6736797ceee5d9da722a66b78665d0fb0bca72badf1d2113,atcoder/abc372_g,ROTATING_M,,,,0.4140454367734492,,
mapper_checkpoint,primary/tasks/atcoder__abc373_a/mapper_loads/nv36660gsdcw11_generation_0_1789824988462409312_FIXED_H.json,8afc39e55861266e4240a80c5a6d6c6405d319c57a1d1cbd60b8f2af1f208b54,atcoder/abc373_a,FIXED_H,,,,0.5735448952764273,,
mapper_checkpoint,primary/tasks/atcoder__abc373_a/mapper_loads/nv36660gsdcw11_generation_0_1789824988462409312_FIXED_M.json,8ffcd4df7be4bfefb45af9152932ead17d0ade5fbe6bb72dae8a587b4f5616be,atcoder/abc373_a,FIXED_M,,,,0.509075403213501,,
mapper_checkpoint,primary/tasks/atcoder__abc373_a/mapper_loads/nv36660gsdcw11_generation_0_1789824988462409312_ROTATING_H.json,626368564488ebc499f0ed9a93a1d3ba555265531e86cc3a72e3469c0cb17774,atcoder/abc373_a,ROTATING_H,,,,0.47518972866237164,,
